original r_id,species_index,reaction_index,source,target,directed_stoichiometric_value
HET_ANO3I,63,541,R541,HONO,0.67
HET_ANO3I,56,541,R541,NO2,0.33
HET_ANO3J,198,542,ANO3J,R542,-1.0
HET_ANO3J,63,542,R542,HONO,0.67
HET_ANO3J,56,542,R542,NO2,0.33
CLP01,101,543,CL2,R543,-1.0
CLP01,104,543,R543,CL,2.0
CLP02,117,544,CLO,R544,-1.0
CLP02,104,544,R544,CL,1.0
CLP02,46,544,R544,O3P,1.0
CLP03,71,545,OCLO,R545,-1.0
CLP03,117,545,R545,CLO,1.0
CLP03,46,545,R545,O3P,1.0
CLP07,36,546,CL2O2,R546,-1.0
CLP07,104,546,R546,CL,1.0
CLP07,156,546,R546,CLOO,1.0
CLP10,72,547,HOCL,R547,-1.0
CLP10,182,547,R547,HO,1.0
CLP10,104,547,R547,CL,1.0
CLP12,85,548,CLNO,R548,-1.0
CLP12,104,548,R548,CL,1.0
CLP12,204,548,R548,NO,1.0
CLP14,41,549,CLNO2,R549,-1.0
CLP14,104,549,R549,CL,1.0
CLP14,56,549,R549,NO2,1.0
CLP17,96,550,CLNO3,R550,-1.0
CLP17,104,550,R550,CL,1.0
CLP17,122,550,R550,NO3,1.0
CLP18,96,551,CLNO3,R551,-1.0
CLP18,117,551,R551,CLO,1.0
CLP18,56,551,R551,NO2,1.0
CLT01,104,552,CL,R552,-1.0
CLT01,209,552,O3,R552,-1.0
CLT01,117,552,R552,CLO,1.0
CLT02,104,553,CL,R553,-1.0
CLT02,153,553,H2,R553,-1.0
CLT02,215,553,R553,HCL,1.0
CLT02,187,553,R553,HO2,1.0
CLT03,104,554,CL,R554,-1.0
CLT03,187,554,HO2,R554,-1.0
CLT03,117,554,R554,CLO,1.0
CLT03,182,554,R554,HO,1.0
CLT04,104,555,CL,R555,-1.0
CLT04,187,555,HO2,R555,-1.0
CLT04,215,555,R555,HCL,1.0
CLT05,104,556,CL,R556,-1.0
CLT05,162,556,H2O2,R556,-1.0
CLT05,215,556,R556,HCL,1.0
CLT05,187,556,R556,HO2,1.0
CLT06,104,557,CL,R557,-1.0
CLT06,156,557,CLOO,R557,-1.0
CLT06,117,557,R557,CLO,2.0
CLT07,104,558,CL,R558,-1.0
CLT07,156,558,CLOO,R558,-1.0
CLT07,101,558,R558,CL2,1.0
CLT08,104,559,CL,R559,-1.0
CLT08,71,559,OCLO,R559,-1.0
CLT08,117,559,R559,CLO,2.0
CLT09,104,560,CL,R560,-1.0
CLT09,36,560,CL2O2,R560,-1.0
CLT09,101,560,R560,CL2,1.0
CLT09,156,560,R560,CLOO,1.0
CLT10,104,561,CL,R561,-1.0
CLT10,72,561,HOCL,R561,-1.0
CLT10,101,561,R561,CL2,1.0
CLT10,182,561,R561,HO,1.0
CLT11,104,562,CL,R562,-1.0
CLT11,204,562,NO,R562,-1.0
CLT11,79,562,M,R562,-1.0
CLT11,85,562,R562,CLNO,1.0
CLT12,104,563,CL,R563,-1.0
CLT12,56,563,NO2,R563,-1.0
CLT12,41,563,R563,CLNO2,1.0
CLT14,104,564,CL,R564,-1.0
CLT14,122,564,NO3,R564,-1.0
CLT14,117,564,R564,CLO,1.0
CLT14,56,564,R564,NO2,1.0
CLT15,104,565,CL,R565,-1.0
CLT15,85,565,CLNO,R565,-1.0
CLT15,101,565,R565,CL2,1.0
CLT15,204,565,R565,NO,1.0
CLT17,104,566,CL,R566,-1.0
CLT17,96,566,CLNO3,R566,-1.0
CLT17,101,566,R566,CL2,1.0
CLT17,122,566,R566,NO3,1.0
CLT22,117,567,CLO,R567,-1.0
CLT22,187,567,HO2,R567,-1.0
CLT22,72,567,R567,HOCL,1.0
CLT23,117,568,CLO,R568,-1.0
CLT23,204,568,NO,R568,-1.0
CLT23,104,568,R568,CL,1.0
CLT23,56,568,R568,NO2,1.0
CLT25,117,569,CLO,R569,-1.0
CLT25,56,569,NO2,R569,-1.0
CLT25,96,569,R569,CLNO3,1.0
CLT27,117,570,CLO,R570,-1.0
CLT27,117,570,CLO,R570,-1.0
CLT27,101,570,R570,CL2,1.0
CLT28,117,571,CLO,R571,-1.0
CLT28,117,571,CLO,R571,-1.0
CLT28,71,571,R571,OCLO,1.0
CLT28,104,571,R571,CL,1.0
CLT31,117,572,CLO,R572,-1.0
CLT31,117,572,CLO,R572,-1.0
CLT31,36,572,R572,CL2O2,1.0
CLT32,36,573,CL2O2,R573,-1.0
CLT32,117,573,R573,CLO,2.0
CLT35,71,574,OCLO,R574,-1.0
CLT35,204,574,NO,R574,-1.0
CLT35,117,574,R574,CLO,1.0
CLT35,56,574,R574,NO2,1.0
CLT36,182,575,HO,R575,-1.0
CLT36,101,575,CL2,R575,-1.0
CLT36,104,575,R575,CL,1.0
CLT36,72,575,R575,HOCL,1.0
CLT37,182,576,HO,R576,-1.0
CLT37,117,576,CLO,R576,-1.0
CLT37,215,576,R576,HCL,1.0
CLT38,182,577,HO,R577,-1.0
CLT38,117,577,CLO,R577,-1.0
CLT38,104,577,R577,CL,1.0
CLT38,187,577,R577,HO2,1.0
CLT39,182,578,HO,R578,-1.0
CLT39,215,578,HCL,R578,-1.0
CLT39,104,578,R578,CL,1.0
CLT40,182,579,HO,R579,-1.0
CLT40,72,579,HOCL,R579,-1.0
CLT40,117,579,R579,CLO,1.0
CLT41,182,580,HO,R580,-1.0
CLT41,41,580,CLNO2,R580,-1.0
CLT41,72,580,R580,HOCL,1.0
CLT41,56,580,R580,NO2,1.0
CLT43,182,581,HO,R581,-1.0
CLT43,96,581,CLNO3,R581,-1.0
CLT43,72,581,R581,HOCL,1.0
CLT43,122,581,R581,NO3,1.0
CLT44,182,582,HO,R582,-1.0
CLT44,71,582,OCLO,R582,-1.0
CLT44,72,582,R582,HOCL,1.0
CLT45,182,583,HO,R583,-1.0
CLT45,36,583,CL2O2,R583,-1.0
CLT45,72,583,R583,HOCL,1.0
CLT45,156,583,R583,CLOO,1.0
CLTO01,104,584,CL,R584,-1.0
CLTO01,166,584,CH4,R584,-1.0
CLTO01,215,584,R584,HCL,1.0
CLTO01,26,584,R584,MO2,1.0
CLTO02,104,585,CL,R585,-1.0
CLTO02,131,585,ETH,R585,-1.0
CLTO02,215,585,R585,HCL,1.0
CLTO02,32,585,R585,ETHP,1.0
CLTO03,104,586,CL,R586,-1.0
CLTO03,199,586,HC3,R586,-1.0
CLTO03,215,586,R586,HCL,1.0
CLTO03,116,586,R586,HC3P,1.0
CLTO03,52,586,R586,ASOATJ,2.81e-05
CLTO04,104,587,CL,R587,-1.0
CLTO04,160,587,HC5,R587,-1.0
CLTO04,215,587,R587,HCL,1.0
CLTO04,149,587,R587,HC5P,1.0
CLTO04,52,587,R587,ASOATJ,0.00134
CLTO05,104,588,CL,R588,-1.0
CLTO05,172,588,HC10,R588,-1.0
CLTO05,215,588,R588,HCL,1.0
CLTO05,4,588,R588,HC10P,1.0
CLOR01,117,589,CLO,R589,-1.0
CLOR01,26,589,MO2,R589,-1.0
CLOR01,156,589,R589,CLOO,1.0
CLOR01,90,589,R589,HCHO,1.0
CLOR01,187,589,R589,HO2,1.0
CLOR02,117,590,CLO,R590,-1.0
CLOR02,32,590,ETHP,R590,-1.0
CLOR02,156,590,R590,CLOO,1.0
CLOR02,186,590,R590,ACD,1.0
CLOR02,187,590,R590,HO2,1.0
CLOR03,117,591,CLO,R591,-1.0
CLOR03,116,591,HC3P,R591,-1.0
CLOR03,187,591,R591,HO2,0.66
CLOR03,26,591,R591,MO2,0.131
CLOR03,32,591,R591,ETHP,0.048
CLOR03,110,591,R591,XO2,0.089
CLOR03,156,591,R591,CLOO,1.0
CLOR03,186,591,R591,ACD,0.504
CLOR03,190,591,R591,ALD,0.132
CLOR03,5,591,R591,ACT,0.165
CLOR03,94,591,R591,MEK,0.042
CLOR04,117,592,CLO,R592,-1.0
CLOR04,149,592,HC5P,R592,-1.0
CLOR04,187,592,R592,HO2,0.2
CLOR04,26,592,R592,MO2,0.051
CLOR04,32,592,R592,ETHP,0.231
CLOR04,110,592,R592,XO2,0.235
CLOR04,156,592,R592,CLOO,1.0
CLOR04,90,592,R592,HCHO,0.018
CLOR04,186,592,R592,ACD,0.045
CLOR04,190,592,R592,ALD,0.203
CLOR04,94,592,R592,MEK,0.033
CLOR04,5,592,R592,ACT,0.217
CLOR04,188,592,R592,KET,0.033
CLOR04,57,592,R592,HKET,0.272
CLOR51,117,593,CLO,R593,-1.0
CLOR51,4,593,HC10P,R593,-1.0
CLOR51,39,593,R593,HC10P2,0.74
CLOR51,156,593,R593,CLOO,1.0
HET_N2O5IJ,98,594,N2O5,R594,-1.0
HET_N2O5IJ,165,594,R594,HNO3,1.0
HET_N2O5IJ,7,594,R594,NO2PIJ,1.0
HET_N2O5K,98,595,N2O5,R595,-1.0
HET_N2O5K,165,595,R595,HNO3,1.0
HET_N2O5K,151,595,R595,NO2PK,1.0
HET_H2NO3PIJA,7,596,NO2PIJ,R596,-1.0
HET_H2NO3PIJA,165,596,R596,HNO3,1.0
HET_H2NO3PKA,151,597,NO2PK,R597,-1.0
HET_H2NO3PKA,165,597,R597,HNO3,1.0
HET_H2NO3PIB,7,598,NO2PIJ,R598,-1.0
HET_H2NO3PIB,221,598,ACLI,R598,-1.0
HET_H2NO3PIB,41,598,R598,CLNO2,1.0
HET_H2NO3PJB,7,599,NO2PIJ,R599,-1.0
HET_H2NO3PJB,44,599,ACLJ,R599,-1.0
HET_H2NO3PJB,41,599,R599,CLNO2,1.0
HET_H2NO3PKB,151,600,NO2PK,R600,-1.0
HET_H2NO3PKB,169,600,ACLK,R600,-1.0
HET_H2NO3PKB,41,600,R600,CLNO2,1.0
HET_CLN3_WAI,96,601,CLNO3,R601,-1.0
HET_CLN3_WAI,72,601,R601,HOCL,1.0
HET_CLN3_WAI,165,601,R601,HNO3,1.0
HET_CLN3_WAJ,96,602,CLNO3,R602,-1.0
HET_CLN3_WAJ,72,602,R602,HOCL,1.0
HET_CLN3_WAJ,165,602,R602,HNO3,1.0
HET_CLN3_ACLJ,96,603,CLNO3,R603,-1.0
HET_CLN3_ACLJ,44,603,ACLJ,R603,-1.0
HET_CLN3_ACLJ,101,603,R603,CL2,1.0
HET_CLN3_ACLJ,198,603,R603,ANO3J,1.0
SOAphot01,12,604,AHOMJ,R604,-1.0
SOAphot01,119,604,R604,AMTN1J,0.8
SOAphot01,10,604,R604,ORA1,0.2
HET_SO2_H2O2,68,605,SO2,R605,-1.0
HET_SO2_H2O2,162,605,H2O2,R605,-1.0
HET_SO2_H2O2,59,605,R605,ASO4J,1.0
HET_SO2_O3,68,606,SO2,R606,-1.0
HET_SO2_O3,209,606,O3,R606,-1.0
HET_SO2_O3,59,606,R606,ASO4J,1.0
HET_SO2_MEPX,68,607,SO2,R607,-1.0
HET_SO2_MEPX,205,607,OP1,R607,-1.0
HET_SO2_MEPX,59,607,R607,ASO4J,1.0
HET_SO2_MEPX,224,607,R607,MOH,1.0
HET_SO2_PACD,68,608,SO2,R608,-1.0
HET_SO2_PACD,181,608,PAA,R608,-1.0
HET_SO2_PACD,59,608,R608,ASO4J,1.0
HET_SO2_PACD,177,608,R608,ORA2,1.0
HET_SO2_NO2,68,609,SO2,R609,-1.0
HET_SO2_NO2,56,609,NO2,R609,-1.0
HET_SO2_NO2,59,609,R609,ASO4J,1.0
HET_SO2_NO2,63,609,R609,HONO,1.0
HET_SO2_TMI,68,610,SO2,R610,-1.0
HET_SO2_TMI,155,610,AFEJ,R610,-1.0
HET_SO2_TMI,157,610,AMNJ,R610,-1.0
HET_SO2_TMI,59,610,R610,ASO4J,1.0
HET_SO2_TMI,155,610,R610,AFEJ,1.0
HET_SO2_TMI,157,610,R610,AMNJ,1.0
HET_SO2_HCHO,68,611,SO2,R611,-1.0
HET_SO2_HCHO,90,611,HCHO,R611,-1.0
HET_SO2_HCHO,118,611,R611,AHMSJ,1.0
HET_SO2_HNO4,68,612,SO2,R612,-1.0
HET_SO2_HNO4,159,612,HNO4,R612,-1.0
HET_SO2_HNO4,59,612,R612,ASO4J,1.0
HET_SO2_HNO4,198,612,R612,ANO3J,1.0
HET_HMS_L1,118,613,AHMSJ,R613,-1.0
HET_HMS_L1,182,613,HO,R613,-1.0
HET_HMS_L1,187,613,R613,HO2,1.0
HET_HMS_L1,68,613,R613,SO2,1.0
HET_HMS_L1,10,613,R613,ORA1,1.0
HET_HMS_L2,118,614,AHMSJ,R614,-1.0
HET_HMS_L2,68,614,R614,SO2,1.0
HET_HMS_L2,90,614,R614,HCHO,1.0
